head;relation;tail
cloak room attendant;exactMatch;cloak room attendant
germination operator;exactMatch;germination operator
clothing specialised seller;exactMatch;clothing specialised seller
mechanical engineering technologists and technicians;exactMatch;mechanical engineering technologists and technicians
politics lecturer;exactMatch;politics lecturer
career/technical education teachers, secondary school;exactMatch;career/technical education teachers, secondary school
plating machine setters, operators, and tenders, metal and plastic;exactMatch;plating machine setters, operators, and tenders, metal and plastic
administrative services and facilities managers;exactMatch;administrative services and facilities managers
history teacher secondary school;exactMatch;history teacher secondary school
aviation communications and frequency coordination manager;exactMatch;aviation communications and frequency coordination manager
fitter and turner;exactMatch;fitter and turner
ict system tester;exactMatch;ict system tester
rail switchperson;exactMatch;rail switchperson
journalism lecturer;exactMatch;journalism lecturer
grounds maintenance workers, all other;exactMatch;grounds maintenance workers, all other
aircraft dispatcher;exactMatch;aircraft dispatcher
miscellaneous postsecondary teachers;exactMatch;miscellaneous postsecondary teachers
intelligent lighting engineer;exactMatch;intelligent lighting engineer
biogas technician;exactMatch;biogas technician
secondary education teachers;exactMatch;secondary education teachers
concrete placers, concrete finishers and related workers;exactMatch;concrete placers, concrete finishers and related workers
ict quality assurance manager;exactMatch;ict quality assurance manager
electrical engineering technicians;exactMatch;electrical engineering technicians
food service counter attendants;exactMatch;food service counter attendants
musical instrument makers and tuners;exactMatch;musical instrument makers and tuners
fruit and vegetables distribution manager;exactMatch;fruit and vegetables distribution manager
optical disc moulding machine operator;exactMatch;optical disc moulding machine operator
fish canning operator;exactMatch;fish canning operator
extrusion machine operator;exactMatch;extrusion machine operator
cutting, punching, and press machine setters, operators, and tenders, metal and plastic;exactMatch;cutting, punching, and press machine setters, operators, and tenders, metal and plastic
welding, soldering, and brazing workers;exactMatch;welding, soldering, and brazing workers
water engineer;exactMatch;water engineer
arboriculturist;exactMatch;arboriculturist
bus route supervisor;exactMatch;bus route supervisor
business developer;exactMatch;business developer
art teacher secondary school;exactMatch;art teacher secondary school
clothing process control technician;exactMatch;clothing process control technician
plastic heat treatment equipment operator;exactMatch;plastic heat treatment equipment operator
leather goods hand stitcher;exactMatch;leather goods hand stitcher
brigadier;exactMatch;brigadier
postman/postwoman;exactMatch;postman/postwoman
food scientists and technologists;exactMatch;food scientists and technologists
coil winders, tapers, and finishers;exactMatch;coil winders, tapers, and finishers
animal osteopath;exactMatch;animal osteopath
vehicle rental agent;exactMatch;vehicle rental agent
other elementary workers;exactMatch;other elementary workers
physical education teacher secondary school;exactMatch;physical education teacher secondary school
victim support officer;exactMatch;victim support officer
stonemason;exactMatch;stonemason
tree trimmers and pruners;exactMatch;tree trimmers and pruners
advertising and public relations managers;exactMatch;advertising and public relations managers
wood processing plant operators;exactMatch;wood processing plant operators
wholesale merchant in waste and scrap;exactMatch;wholesale merchant in waste and scrap
animal assisted therapist;exactMatch;animal assisted therapist
financial analyst;exactMatch;financial analyst
stage manager;exactMatch;stage manager
atmospheric and space scientists;exactMatch;atmospheric and space scientists
miscellaneous vehicle and mobile equipment mechanics, installers, and repairers;exactMatch;miscellaneous vehicle and mobile equipment mechanics, installers, and repairers
production and specialised services managers;exactMatch;production and specialised services managers
personal shopper;exactMatch;personal shopper
aesthetician;exactMatch;aesthetician
customer services clerks;exactMatch;customer services clerks
financial and insurance services branch managers;exactMatch;financial and insurance services branch managers
elementary school teachers, except special education;exactMatch;elementary school teachers, except special education
residential childcare worker;exactMatch;residential childcare worker
china and glassware distribution manager;exactMatch;china and glassware distribution manager
millwrights;exactMatch;millwrights
stage director;exactMatch;stage director
metals and metal ores distribution manager;exactMatch;metals and metal ores distribution manager
leather production machine operator;exactMatch;leather production machine operator
advanced practice psychiatric nurses;exactMatch;advanced practice psychiatric nurses
radiation protection technician;exactMatch;radiation protection technician
toys and games specialised seller;exactMatch;toys and games specialised seller
healthcare diagnosing or treating practitioners;exactMatch;healthcare diagnosing or treating practitioners
gas production engineer;exactMatch;gas production engineer
product manager;exactMatch;product manager
computer scientist;exactMatch;computer scientist
instructional coordinators;exactMatch;instructional coordinators
boatswain;exactMatch;boatswain
second-hand shop manager;exactMatch;second-hand shop manager
