head;relation;tail
hereditary spastic paraplegia 31;exactmatch;spg31
hereditary spastic paraplegia 33;exactmatch;spg33
hereditary spastic paraplegia 19;exactmatch;spg19
hereditary spastic paraplegia 34;exactmatch;spg34
hereditary spastic paraplegia 35;exactmatch;fahn
hereditary spastic paraplegia 36;exactmatch;spg36
hereditary spastic paraplegia 37;exactmatch;spg37
hereditary spastic paraplegia 38;exactmatch;spg38
hereditary spastic paraplegia 39;exactmatch;nte-related motor neuron disorder
hereditary spastic paraplegia 3a;exactmatch;fsp1
hereditary spastic paraplegia 4;exactmatch;spg4
hereditary spastic paraplegia 41;exactmatch;spg41
hereditary spastic paraplegia 2;exactmatch;spg2
hereditary spastic paraplegia 18;exactmatch;idmdc
type 1 diabetes mellitus 8;exactmatch;iddm8
type 1 diabetes mellitus 21;exactmatch;iddm21
type 1 diabetes mellitus 10;exactmatch;iddm10
type 1 diabetes mellitus 11;exactmatch;iddm11
type 1 diabetes mellitus 12;exactmatch;iddm12
type 1 diabetes mellitus 13;exactmatch;iddm13
type 1 diabetes mellitus 15;exactmatch;iddm15
type 1 diabetes mellitus 17;exactmatch;iddm17
type 1 diabetes mellitus 18;exactmatch;iddm18
type 1 diabetes mellitus 19;exactmatch;iddm19
type 1 diabetes mellitus 20;exactmatch;iddm20
type 1 diabetes mellitus 22;exactmatch;iddm22
hereditary spastic paraplegia 17;exactmatch;spg17
type 1 diabetes mellitus 23;exactmatch;iddm23
type 1 diabetes mellitus 24;exactmatch;iddm24
hereditary spastic paraplegia 10;exactmatch;spg10
hereditary spastic paraplegia 11;exactmatch;hsp-tcc
hereditary spastic paraplegia 12;exactmatch;spg12
hereditary spastic paraplegia 13;exactmatch;spg13
hereditary spastic paraplegia 14;exactmatch;spg14
hereditary spastic paraplegia 15;exactmatch;kjellin syndrome
hereditary spastic paraplegia 16;exactmatch;spg16
inflammatory bowel disease 1;exactmatch;ibd1
inflammatory bowel disease 11;exactmatch;ibd11
fanconi anemia complementation group f;exactmatch;fancf
inflammatory bowel disease 14;exactmatch;ibd14
cone-rod dystrophy 12;exactmatch;cord12
cone-rod dystrophy 9;exactmatch;cord9
cone-rod dystrophy 15;exactmatch;cord15
cone-rod dystrophy 16;exactmatch;cord16
cone-rod dystrophy 17;exactmatch;cord17
cone-rod dystrophy 18;exactmatch;cord18
cone-rod dystrophy 19;exactmatch;cord19
cone-rod dystrophy 20;exactmatch;cord20
hemochromatosis type 2a;exactmatch;hfe2a
hemochromatosis type 4;exactmatch;hfe4
hemochromatosis type 1;exactmatch;hfe1
hemochromatosis type 3;exactmatch;hfe3
hemochromatosis type 5;exactmatch;fth1-associated iron overload
hemochromatosis type 2b;exactmatch;hfe2b
african iron overload;exactmatch;bantu siderosis
hemochromatosis type 2;exactmatch;hfe2
cadasil 1;exactmatch;autosomal dominant cerebral arteriopathy with subcortical infarcts and leukoencephalopathy type 1
cadasil 2;exactmatch;autosomal dominant cerebral arteriopathy with subcortical infarcts and leukoencephalopathy type 2
glycine n-methyltransferase deficiency;exactmatch;gnmt deficiency
hypermethioninemia due to adenosine kinase deficiency;exactmatch;adk hypermethioninemia
hypermethioninemia with deficiency of s-adenosylhomocysteine hydrolase;exactmatch;hypermethioninemia due to s-adenosylhomocysteine hydrolase deficiency
cone-rod dystrophy 11;exactmatch;cord11
cone-rod dystrophy 10;exactmatch;cord10
cone-rod dystrophy 13;exactmatch;cord13
joubert syndrome 9;exactmatch;jbts9
joubert syndrome 26;exactmatch;jbts26
joubert syndrome 27;exactmatch;jbts27
joubert syndrome 28;exactmatch;jbts28
joubert syndrome 3;exactmatch;jbts3
joubert syndrome 4;exactmatch;jbts4
joubert syndrome 5;exactmatch;jbts5
joubert syndrome 6;exactmatch;jbts6
joubert syndrome 7;exactmatch;jbts7
joubert syndrome 8;exactmatch;jbts8
cone-rod dystrophy 2;exactmatch;cord2
newfoundland cone-rod dystrophy;exactmatch;nfrcd
x-linked cone-rod dystrophy 2;exactmatch;cod2
x-linked cone-rod dystrophy 3;exactmatch;cordx3
x-linked cone-rod dystrophy 1;exactmatch;cod1
cone-rod dystrophy 1;exactmatch;cord1
cone-rod dystrophy 5;exactmatch;cord5
cone-rod dystrophy 6;exactmatch;cord6
cone-rod dystrophy 7;exactmatch;cord7
cone-rod dystrophy 3;exactmatch;cord3
cone-rod dystrophy 8;exactmatch;cord8
glycogen storage disease ixd;exactmatch;gsd ixd
glycogen storage disease ixb;exactmatch;gsd ixb
glycogen storage disease ixa;exactmatch;gsd type 9a
pyruvate kinase deficiency of red cells;exactmatch;pk deficiency
congenital bile acid synthesis defect 4;exactmatch;cbas4
congenital bile acid synthesis defect 2;exactmatch;cbas2
congenital bile acid synthesis defect 3;exactmatch;cbas3
congenital bile acid synthesis defect 1;exactmatch;cbas1
myostatin-related muscle hypertrophy;exactmatch;mslhp
progressive familial heart block;exactmatch;pfhb
progressive familial heart block type ia;exactmatch;pfhb1a
progressive familial heart block type ii;exactmatch;pfhb2
progressive familial heart block type ib;exactmatch;pfhb1b
tibial muscular dystrophy;exactmatch;finnish tibial muscular dystrophy
congenital bile acid synthesis defect 5;exactmatch;cbas5
birdshot chorioretinopathy;exactmatch;bscr
fanconi anemia complementation group v;exactmatch;fancv
fanconi anemia complementation group t;exactmatch;fanct
fanconi anemia complementation group l;exactmatch;fancl
fanconi anemia complementation group d2;exactmatch;fa4
fanconi anemia complementation group e;exactmatch;face
fanconi anemia complementation group u;exactmatch;fancu
fanconi anemia complementation group g;exactmatch;fancg
fanconi anemia complementation group c;exactmatch;fa3
congenital bile acid synthesis defect 6;exactmatch;cbas6
autosomal recessive distal spinal muscular atrophy 2;exactmatch;dsma2
glycogen storage disease ixc;exactmatch;gsd type 9c
platelet-type bleeding disorder 15;exactmatch;bdplt15
gray platelet syndrome;exactmatch;bdplt4
platelet-type bleeding disorder 9;exactmatch;bdplt9
platelet-type bleeding disorder 10;exactmatch;bdplt10
platelet-type bleeding disorder 14;exactmatch;bdplt14
platelet-type bleeding disorder 19;exactmatch;bdplt19
platelet-type bleeding disorder 17;exactmatch;bdplt17
quebec platelet disorder;exactmatch;bdplt5
platelet-type bleeding disorder 18;exactmatch;bdplt18
scott syndrome;exactmatch;bdplt7
von willebrand's disease 3;exactmatch;vwd type 3
autosomal recessive distal spinal muscular atrophy 1;exactmatch;dsma1
platelet-type bleeding disorder 20;exactmatch;bdplt20
platelet-type bleeding disorder 3;exactmatch;bdplt3
platelet-type bleeding disorder 11;exactmatch;bdplt11
platelet-type bleeding disorder 12;exactmatch;bdplt12
bernard-soulier syndrome type a2;exactmatch;bssa2
ambras type hypertrichosis universalis congenita;exactmatch;ambras syndrome
familial hypobetalipoproteinemia 2;exactmatch;fhbl2
familial hypobetalipoproteinemia 1;exactmatch;fhbl1
hyperphosphatemic familial tumoral calcinosis;exactmatch;hftc
joubert syndrome 25;exactmatch;jbts25
joubert syndrome 24;exactmatch;jbts24
joubert syndrome 23;exactmatch;jbts23
nemaline myopathy 10;exactmatch;nem10
familial hemophagocytic lymphohistiocytosis 2;exactmatch;fhl2
familial hemophagocytic lymphohistiocytosis 3;exactmatch;fhl3
familial hemophagocytic lymphohistiocytosis 4;exactmatch;fhl4
familial hemophagocytic lymphohistiocytosis 5;exactmatch;fhl5
nemaline myopathy 1;exactmatch;nem1
nemaline myopathy 9;exactmatch;nem9
nemaline myopathy 4;exactmatch;nem4
hereditary spherocytosis type 5;exactmatch;hs5
nemaline myopathy 11;exactmatch;nem11
nemaline myopathy 7;exactmatch;nem7
nemaline myopathy 6;exactmatch;nemaline myopathy 6, autosomal dominant
nemaline myopathy 5;exactmatch;anm
autosomal dominant osteopetrosis 1;exactmatch;opta1
autosomal dominant osteopetrosis 2;exactmatch;albers-schonberg osteopetrosis
autosomal recessive osteopetrosis 5;exactmatch;optb5
autosomal recessive osteopetrosis 8;exactmatch;optb8
autosomal recessive osteopetrosis 3;exactmatch;guibaud-vainsel syndrome
familial hemophagocytic lymphohistiocytosis 1;exactmatch;fhl1
hereditary spherocytosis type 4;exactmatch;hs4
autosomal recessive osteopetrosis 2;exactmatch;optb2
inflammatory bowel disease 22;exactmatch;ibd22
inflammatory bowel disease 16;exactmatch;ibd16
inflammatory bowel disease 15;exactmatch;ibd15
inflammatory bowel disease 20;exactmatch;ibd20
inflammatory bowel disease 28;exactmatch;ibd28
inflammatory bowel disease 2;exactmatch;ibd2
inflammatory bowel disease 26;exactmatch;ibd26
inflammatory bowel disease 27;exactmatch;ibd27
inflammatory bowel disease 4;exactmatch;ibd4
inflammatory bowel disease 8;exactmatch;ibd8
inflammatory bowel disease 21;exactmatch;ibd21
hereditary spherocytosis type 3;exactmatch;hs3
inflammatory bowel disease 6;exactmatch;ibd6
inflammatory bowel disease 24;exactmatch;ibd24
inflammatory bowel disease 25;exactmatch;ibd25
leukocyte adhesion deficiency 1;exactmatch;lad1
leukocyte adhesion deficiency 3;exactmatch;iadd
adult hypophosphatasia;exactmatch;mild hypophosphatasia
infantile hypophosphatasia;exactmatch;hops
hereditary spherocytosis type 1;exactmatch;hs1
hereditary spherocytosis type 2;exactmatch;hs2
autosomal recessive osteopetrosis 1;exactmatch;optb1
autosomal recessive osteopetrosis 4;exactmatch;optb4
joubert syndrome 22;exactmatch;jbts22
joubert syndrome 1;exactmatch;cors1
brachydactyly type d;exactmatch;bdd
brachydactyly type e1;exactmatch;bde1
mononen-karnes-senac syndrome;exactmatch;mononen type brachydactyly
brachydactyly type a1b;exactmatch;bda1b
brachydactyly type b2;exactmatch;bdb2
brachydactyly type e2;exactmatch;bde2
brachydactyly type a1c;exactmatch;bda1c
brachydactyly type a1d;exactmatch;bda1d
sugarman brachydactyly;exactmatch;brachydactyly with major proximal phalangeal shortening
joubert syndrome 10;exactmatch;jbts10
brachydactyly type b1;exactmatch;bdb1
joubert syndrome 13;exactmatch;jbts13
joubert syndrome 14;exactmatch;jbts14
joubert syndrome 15;exactmatch;jbts15
joubert syndrome 16;exactmatch;jbts16
joubert syndrome 17;exactmatch;jbts17
joubert syndrome 18;exactmatch;jbts18
joubert syndrome 2;exactmatch;cors2
joubert syndrome 20;exactmatch;jbts20
joubert syndrome 21;exactmatch;jbts21
brachydactyly type c;exactmatch;bdc
brachydactyly type a6;exactmatch;bda6
autosomal recessive osteopetrosis 6;exactmatch;optb6
waardenburg syndrome type 4c;exactmatch;ws4c
autosomal recessive osteopetrosis 7;exactmatch;optb7
waardenburg syndrome type 2b;exactmatch;ws2b
waardenburg syndrome type 1;exactmatch;ws1
waardenburg syndrome type 3;exactmatch;klein-waardenburg syndrome
waardenburg syndrome type 2a;exactmatch;ws2a
waardenburg syndrome type 2c;exactmatch;ws2c
waardenburg syndrome type 2d;exactmatch;ws2d
waardenburg syndrome type 4a;exactmatch;ws4a
waardenburg syndrome type 4b;exactmatch;ws4b
waardenburg syndrome type 2e;exactmatch;ws2e
brachydactyly type a4;exactmatch;bda4
gaucher's disease type i;exactmatch;acid beta-glucosidase deficiency
gaucher's disease type ii;exactmatch;gd ii
gaucher's disease type iii;exactmatch;gd iii
gaucher's disease perinatal lethal;exactmatch;fetal gaucher disease
brachydactyly-preaxial hallux varus syndrome;exactmatch;christian brachydactyly
ballard syndrome;exactmatch;ballard type brachydactyly
brachydactyly type a1;exactmatch;bda1
brachydactyly type a2;exactmatch;bda2
brachydactyly type a3;exactmatch;bda3
cholesterol embolism;exactmatch;atheroembolism
serous labyrinthitis;exactmatch;acute serous labyrinthitis
hypertelorism, microtia, facial clefting syndrome;exactmatch;bixler christian gorlin syndrome
hepatocellular carcinoma;exactmatch;adult primary hepatocellular carcinoma
nager acrofacial dysostosis;exactmatch;afd
oral submucous fibrosis;exactmatch;oral cavity submucous fibrosis
mixed hepatoblastoma;exactmatch;mixed epithelial and mesenchymal hepatoblastoma
adenosine deaminase deficiency;exactmatch;ada
mhc class ii deficiency;exactmatch;blsii
purine nucleoside phosphorylase deficiency;exactmatch;pnp deficiency
cerebral lymphoma;exactmatch;brain primary lymphoma
breast lymphoma;exactmatch;lymphoma of breast
fallopian tube endometrioid adenocarcinoma;exactmatch;fallopian tube endometrioid cancer
extragonadal seminoma;exactmatch;primary extragonadal seminoma
nephrolithiasis;exactmatch;nephrolithiasis, calcium oxalate
retroperitoneal cancer;exactmatch;malignant tumor of peritoneum and retroperitoneum
endocardium cancer;exactmatch;malignant tumor of endocardium
congenital hemolytic anemia;exactmatch;hereditary hemolytic anemia
specific phobia;exactmatch;simple phobia
juvenile type testicular granulosa cell tumor;exactmatch;juvenile type granulosa cell neoplasm
heart fibrosarcoma;exactmatch;cardiac fibrosarcoma
ovarian mucinous neoplasm;exactmatch;malignant ovarian mucinous neoplasm
childhood ovarian endodermal sinus tumor;exactmatch;childhood ovarian endodermal sinus neoplasm
meningeal melanoma;exactmatch;melanoma of the leptomeninges
acute stress disorder;exactmatch;traumatic stress disorder
lung meningioma;exactmatch;lung primary meningioma
uterine corpus serous adenocarcinoma;exactmatch;uterine papillary serous carcinoma
ovarian serous cystadenocarcinoma;exactmatch;serous cystadenoma
bartholin's gland adenosquamous carcinoma;exactmatch;bartholin gland adenosquamous carcinoma
mediastinal cancer;exactmatch;mediastinum cancer
malignant teratoma;exactmatch;primary malignant extragonadal teratoma
kidney disease;exactmatch;nephropathy
malignant acrospiroma;exactmatch;anaplastic syringoma
vipoma;exactmatch;malignant vasoactive intestinal peptide-secreting tumor
gastrinoma;exactmatch;malignant gastrinoma
gastric gastrinoma;exactmatch;gastric g-cell gastrin producing tumor
breast papillary carcinoma;exactmatch;breast solid papillary carcinoma
spinal cancer;exactmatch;spinal cord cancer
chiasmal syndrome;exactmatch;chiasma syndrome
ovary serous adenocarcinoma;exactmatch;malignant ovarian serous tumor
lymphoepithelioma-like carcinoma;exactmatch;lymphoepithelial carcinoma
embryonal testis carcinoma;exactmatch;testicular embryonal carcinoma
hereditary breast ovarian cancer syndrome;exactmatch;brca1- and brca2-associated hereditary breast and ovarian cancer (hboc)
spondyloepimetaphyseal dysplasia, sponastrime type;exactmatch;sponastrime dysplasia
aortic valve insufficiency;exactmatch;aortic incompetence
hormone producing pituitary cancer;exactmatch;growth hormone producing pituitary tumor
adrenal medulla cancer;exactmatch;adrenal medulla tumor
optic atrophy;exactmatch;atrophy of optic disc
nerve compression syndrome;exactmatch;entrapment neuropathy
thalamic neoplasm;exactmatch;malignant neoplasm of thalamus
mitral valve disease;exactmatch;rheumatic disease of mitral valve
bronchitis;exactmatch;chest cold
autoimmune lymphoproliferative syndrome;exactmatch;canale-smith syndrome
adrenal cortex cancer;exactmatch;malignant neoplasm of adrenal cortex
kummell's disease;exactmatch;kummell disease
bone epithelioid hemangioma;exactmatch;bone hemangioma
angiokeratoma of fordyce;exactmatch;fordyce's spot
baastrup's syndrome;exactmatch;baastrup syndrome
froelich syndrome;exactmatch;babinski-froelich syndrome
capgras syndrome;exactmatch;capgras delusion theory
aarskog syndrome;exactmatch;aarskog-scott syndrome
malignant triton tumor;exactmatch;malignant peripheral nerve sheath neoplasm with rhabdomyosarcoma
adenoma;exactmatch;acinar cell adenoma
cerebrovascular disease;exactmatch;cerebrovascular accident
spinal stenosis;exactmatch;cervical spinal stenosis
fibrillary astrocytoma;exactmatch;diffuse astrocytoma
cleft palate;exactmatch;cleft velum
chest wall lymphoma;exactmatch;chest wall cancer
bone lymphoma;exactmatch;lymphoma of bone
juvenile rheumatoid arthritis;exactmatch;acute juvenile rheumatoid arthritis
lung lymphoma;exactmatch;lymphoma of lung
sternum lymphoma;exactmatch;lymphoma of the sternum
invasive tubular breast carcinoma;exactmatch;tubular carcinoma of breast
posterior uveal melanoma;exactmatch;medium/large size posterior uveal melanoma
ovarian carcinosarcoma;exactmatch;ovarian malignant mesodermal (mullerian) mixed tumor
combined t cell and b cell immunodeficiency;exactmatch;x-linked combined immunodeficiency
