head;relation;tail
cashiers and ticket sellers;narrowmatch;cashier recreation, culture and events
other sales workers;narrowmatch;service station attendants
contact centre salespersons;broadmatch;other sales workers
other sales workers;narrowmatch;contact centre salespersons
door to door salespersons;broadmatch;other sales workers
other sales workers;narrowmatch;door to door salespersons
sales demonstrators;broadmatch;other sales workers
other sales workers;narrowmatch;sales demonstrators
fashion and other models;broadmatch;other sales workers
other sales workers;narrowmatch;fashion and other models
cash desk assistant;broadmatch;cashiers and ticket sellers
cashiers and ticket sellers;narrowmatch;cash desk assistant
retail checkout assistant;broadmatch;cashiers and ticket sellers
cashiers and ticket sellers;narrowmatch;retail checkout assistant
cashier recreation, culture and events;broadmatch;cashiers and ticket sellers
ticket and service assistant public transport;broadmatch;cashiers and ticket sellers
other sales workers;narrowmatch;food service counter attendants
cashiers and ticket sellers;narrowmatch;ticket and service assistant public transport
retail checkout salesperson;broadmatch;cashiers and ticket sellers
cashiers and ticket sellers;narrowmatch;retail checkout salesperson
cashiers and ticket sellers;broadmatch;cashiers and ticket clerks
cashiers and ticket clerks;narrowmatch;cashiers and ticket sellers
counter sales assistant video shop;broadmatch;retail non-food sales assistants (other)
retail non-food sales assistants (other);narrowmatch;counter sales assistant video shop
first flower arranger;broadmatch;retail non-food sales assistants (other)
retail non-food sales assistants (other);narrowmatch;first flower arranger
junior sales advisor commercial vehicles;broadmatch;retail non-food sales assistants (other)
retail non-food sales assistants (other);narrowmatch;junior sales advisor commercial vehicles
junior sales advisor motorbikes;broadmatch;retail non-food sales assistants (other)
retail non-food sales assistants (other);narrowmatch;junior sales advisor motorbikes
junior sales advisor passenger cars;broadmatch;retail non-food sales assistants (other)
service station attendants;broadmatch;other sales workers
food service counter attendants;broadmatch;other sales workers
sales employees petrol station;narrowmatch;sales assistant petrol station
contact centre salespersons;narrowmatch;customer contact employees-outbound
sales employees petrol station;narrowmatch;service station salesperson
sales employees petrol station;broadmatch;service station attendants
service station attendants;narrowmatch;sales employees petrol station
inside sales assistant;broadmatch;commercial employees indoors
commercial employees indoors;narrowmatch;inside sales assistant
insurance sales representative;broadmatch;commercial employees indoors
commercial employees indoors;narrowmatch;insurance sales representative
rental assistant residential services;broadmatch;commercial employees indoors
commercial employees indoors;narrowmatch;rental assistant residential services
call centre employee (outbound);broadmatch;customer contact employees-outbound
customer contact employees-outbound;narrowmatch;call centre employee (outbound)
commercial employees indoors;broadmatch;contact centre salespersons
contact centre salespersons;narrowmatch;commercial employees indoors
customer contact employees-outbound;broadmatch;contact centre salespersons
door-to-door salesperson;broadmatch;door-to-door salesmen
other sales workers;narrowmatch;sales workers not elsewhere classified
door-to-door salesmen;narrowmatch;door-to-door salesperson
door-to-door salesmen;broadmatch;door to door salespersons
door to door salespersons;narrowmatch;door-to-door salesmen
host / hostess congratulation service;broadmatch;demonstrators
demonstrators;narrowmatch;host / hostess congratulation service
demonstrators;broadmatch;sales demonstrators
sales demonstrators;narrowmatch;demonstrators
catwalk model;broadmatch;mannequins and models
mannequins and models;narrowmatch;catwalk model
photomodel;broadmatch;mannequins and models
mannequins and models;narrowmatch;photomodel
mannequins and models;broadmatch;fashion and other models
fashion and other models;narrowmatch;mannequins and models
sales workers not elsewhere classified;broadmatch;other sales workers
retail non-food sales assistants (other);narrowmatch;junior sales advisor passenger cars
junior sales advisor tractors, agricultural and earthmoving machinery;broadmatch;retail non-food sales assistants (other)
retail non-food sales assistants (other);narrowmatch;junior sales advisor tractors, agricultural and earthmoving machinery
car accessories sales specialist;broadmatch;retail non-food sales assistants (other)
salesperson memorial stones;broadmatch;retail non-food sales assistants (other)
retail non-food sales assistants (other);narrowmatch;salesperson memorial stones
jewellery and watches salesperson;broadmatch;retail non-food sales assistants (other)
retail non-food sales assistants (other);narrowmatch;jewellery and watches salesperson
salesperson musical instruments and sheet music;broadmatch;retail non-food sales assistants (other)
retail non-food sales assistants (other);narrowmatch;salesperson musical instruments and sheet music
optical products salesperson;broadmatch;retail non-food sales assistants (other)
retail non-food sales assistants (other);narrowmatch;optical products salesperson
salesperson bicycles;broadmatch;retail non-food sales assistants (other)
retail non-food sales assistants (other);narrowmatch;salesperson bicycles
salesperson healthcare products and tools;broadmatch;retail non-food sales assistants (other)
retail non-food sales assistants (other);narrowmatch;salesperson healthcare products and tools
antiques and art sales specialist;broadmatch;retail non-food sales assistants (other)
retail non-food sales assistants (other);narrowmatch;antiques and art sales specialist
retail non-food sales assistants (other);narrowmatch;car accessories sales specialist
garden centre assistant;broadmatch;retail non-food sales assistants (other)
sales specialist books, magazines and stationery;broadmatch;retail non-food sales assistants (other)
retail non-food sales assistants (other);narrowmatch;sales specialist books, magazines and stationery
sales specialist boats and yachts;broadmatch;retail non-food sales assistants (other)
retail non-food sales assistants (other);narrowmatch;sales specialist boats and yachts
caravans sales specialist;broadmatch;retail non-food sales assistants (other)
retail non-food sales assistants (other);narrowmatch;caravans sales specialist
sales expert cosmetics and perfumes;broadmatch;retail non-food sales assistants (other)
retail non-food sales assistants (other);narrowmatch;sales expert cosmetics and perfumes
sales expert animals and pet products;broadmatch;retail non-food sales assistants (other)
retail non-food sales assistants (other);narrowmatch;sales expert animals and pet products
drugstore sales specialist;broadmatch;retail non-food sales assistants (other)
retail non-food sales assistants (other);narrowmatch;drugstore sales specialist
gemstone sales specialist;broadmatch;retail non-food sales assistants (other)
retail non-food sales assistants (other);narrowmatch;gemstone sales specialist
retail non-food sales assistants (other);narrowmatch;salesperson for drugstore articles
salesperson for drugstore articles;broadmatch;retail non-food sales assistants (other)
retail non-food sales assistants (other);narrowmatch;salesperson animals and pet products
salesperson animals and pet products;broadmatch;retail non-food sales assistants (other)
retail non-food sales assistants (other);narrowmatch;garden centre assistant
