head;relation;tail
absorbent bandage operator;exactmatch;production assistant absorbent bandages
policy officer;exactmatch;policy officer
forecast manager;exactmatch;demand planning manager
video and sound media sales specialist;exactmatch;cd and dvd sales specialist
car parts consultant;exactmatch;car parts saleswoman
train driver;exactmatch;train driver railways
railway passenger service employee;exactmatch;railway passenger service employee
business consultant;exactmatch;business advisor
test engineer;exactmatch;responsible for testing and adjusting methods in industry/nmf
stage manager;exactmatch;stage manager
bleaching plant operator;exactmatch;bleaching plant machine operator
press machine operator;exactmatch;press machine operator
moving light technician;exactmatch;automatic moving light technician
dispatcher trains;exactmatch;dispatcher of trains
dispatcher;exactmatch;person responsible for rail traffic
lighting director;exactmatch;lighting technician
casting director;exactmatch;casting director
cinematographer;exactmatch;camera director
cameraman;exactmatch;cameraman
spotter;exactmatch;spotter operator
lighting desk operator;exactmatch;lighting console operator
sound engineer;exactmatch;sound engineer
paper machine operator;exactmatch;paper machine process operator
roadie;exactmatch;instrument technician
audiovisual technical assistant;exactmatch; technical assistant for audio equipment rental
nursery manager;exactmatch;childcare manager
ticket vendor;exactmatch;ticket seller
commercial railway employee;exactmatch; commercial station attendant
paper factory manager;exactmatch;paper or cardboard production workshop manager
technical operator pulp production;exactmatch;paper and cardboard industry operator
paper goods machine operator;exactmatch;creasing perforating machine operator
production engineer;exactmatch;engineer-head of production process line
agricultural machinery and equipment representative;exactmatch;agricultural machinery and equipment sales representative
pastoral worker;exactmatch;church social worker
bakery shop manager;exactmatch;head of department for bread and pastry bakery
automatic rigging system operator;exactmatch;automated technical theatre rigging system operator
stage engineer;exactmatch; machinist
stage assistant;exactmatch;stage assistant
set technician;exactmatch;theatre technician scenery
router operator;exactmatch;cnc router operator
chocolatier;exactmatch;pralinier
head pastry chef;exactmatch;chef-pã¢tissier
confectioner;exactmatch;confectionery and cake or biscuit specialist
stage technician;exactmatch;theatre technician stage
costume designer theatre, film, television;exactmatch;costume designer theatre, film, television
theatre technician;exactmatch; theatre technician image
driver/remover;exactmatch; driver of removal van
water jet cutting machine operator;exactmatch; water jet cutting machine operator
punching machine operator;exactmatch;punching machine operator
laser cutting machine operator;exactmatch;laser cutting machine operator
plasma cutting machine operator;exactmatch;plasma cutting machine operator
nibbling machine operator;exactmatch;punch nibbler
concrete mixer driver;exactmatch;mixer pump operator
bakery assistant;exactmatch;employee in the bakery
coordinator theatre workshop;exactmatch;coordinator scenery and costume workshop
inspector;exactmatch;stage manager
higher education philosophy lecturer;exactmatch;higher education philosophy lecturer
metal construction works supervisor;exactmatch;metal construction foreman
drama teacher;exactmatch;drama teacher
dance teacher;exactmatch;dance teacher
financial director of a banking company;exactmatch;financial manager of a banking company
grinder operator;exactmatch;deburring machine operator
motor vehicle sales specialist;exactmatch;used-vehicle salesman
fish, crustaceans and molluscs sales specialist;exactmatch;musselman
taxi planner;exactmatch;taxi dispatcher
recruiter;exactmatch;personnel consultant recruitment and selection
slaughterer;exactmatch;butcher
muslim slaughterer;exactmatch;employee muslim slaughterhouse
dancer;exactmatch;dancer
costume maker;exactmatch;props and costume maker
manager of precision mechanics;exactmatch;head of department of precision mechanics
precision mechanic;exactmatch;precision mechanic
training officer;exactmatch;training advisor in enterprises
head of human resources;exactmatch;director of human resources
deburrer;exactmatch;industrial deburrer
metal engraver;exactmatch;machine engraver
fruit and vegetable import and export specialist;exactmatch;fruit and vegetable import and export specialist
casino cashier;exactmatch;casino cashier
bodyguard;exactmatch;personal security officer
ict project manager;exactmatch;it project manager
control room switchboard operator;exactmatch;calltaker
ict operations manager;exactmatch;systems and network manager
cash and valuables transporter;exactmatch;cash and valuables transport driver
security officer transporting money and valuables;exactmatch;security guard transporting money and valuables
shop assistant;exactmatch;security guard
relationship mediator;exactmatch;relationship consultant
security guard intervention after alarm;exactmatch;security guard intervention after alarm
services manager;exactmatch;business services manager
green ict consultant;exactmatch;green it consultant
ict system integration consultant;exactmatch;ict integration consultant
company security guard;exactmatch;company security guard
airport security officer;exactmatch;airport security officer
surveillance and security officer;exactmatch;community warden
ict consultant;exactmatch;software consultant
shiatsu practitioner;exactmatch;finger pressure therapist
massage therapist;exactmatch;shiatsu masseuse
secondary school teacher;exactmatch;secondary school teacher
ict network architect;exactmatch;network engineer
herbalist;exactmatch;herbal medicine therapist
ict system architect;exactmatch;network engineer
bioinformatician;exactmatch;bioinformatician studies, research and development
digital media designer;exactmatch;multimedia designer
digital games designer;exactmatch;computer game programmer
digital artist;exactmatch;computer artist
video designer;exactmatch;video developer
security expert;exactmatch;security officer
system developer;exactmatch;it system developer
software manager;exactmatch;ict applications manager
sergeant;exactmatch;second master
security coordinator;exactmatch;chief security officer
colonel;exactmatch;lieutenant colonel
brigadier general;exactmatch;brigadier-general
