head;relation;tail
inflammatory bowel disease (crohn disease) 19;exactmatch;inflammatory bowel disease (crohn disease) 19
inflammatory bowel disease 17;exactmatch;inflammatory bowel disease 17
inflammatory bowel disease 18;exactmatch;inflammatory bowel disease 18
melanoma, cutaneous malignant, susceptibility to, 7;exactmatch;melanoma, cutaneous malignant, susceptibility to, 7
epilepsy, childhood absence, susceptibility to, 5;exactmatch;epilepsy, childhood absence, susceptibility to, 5
skin/hair/eye pigmentation, variation in, 11;exactmatch;melanesian blond hair
ciliary dyskinesia, primary, 8;exactmatch;ciliary dyskinesia, primary, 8
generalized epilepsy with febrile seizures plus,  iia 6;exactmatch;gefs+,  iia 6
inflammatory bowel disease 16;exactmatch;inflammatory bowel disease 16
ichthyosis, congenital, autosomal recessive 6;exactmatch;ichthyosis, congenital, autosomal recessive 6
meckel syndrome,  iia 6;exactmatch;meckel syndrome,  iia 6
joubert syndrome 9;exactmatch;joubert syndrome 9
nephrolithiasis/osteoporosis, hypophosphatemic, 1;exactmatch;nephrolithiasis/osteoporosis, hypophosphatemic, 1
nephrolithiasis/osteoporosis, hypophosphatemic, 2;exactmatch;nephrolithiasis/osteoporosis, hypophosphatemic, 2
inflammatory bowel disease 20;exactmatch;inflammatory bowel disease 20
immunodeficiency 68;exactmatch;immunodeficiency 68
inflammatory bowel disease 15;exactmatch;inflammatory bowel disease 15
colorectal cancer, susceptibility to, 5;exactmatch;colorectal cancer, susceptibility to, 5
atrial fibrillation, familial, 7;exactmatch;atrial fibrillation, familial, 7
colorectal cancer, susceptibility to, 6;exactmatch;colorectal cancer, susceptibility to, 6
colorectal cancer, susceptibility to, 7;exactmatch;colorectal cancer, susceptibility to, 7
leukodystrophy, hypomyelinating, 4;exactmatch;leukodystrophy, hypomyelinating, 4
chondrosarcoma, extraskeletal myxoid;exactmatch;chondrosarcoma, extraskeletal myxoid
scoliosis, isolated, susceptibility to, 4;exactmatch;scoliosis, isolated, susceptibility to, 4
scoliosis, isolated, susceptibility to, 5;exactmatch;scoliosis, isolated, susceptibility to, 5
inflammatory bowel disease 12;exactmatch;inflammatory bowel disease 12
systemic lupus erythematosus, susceptibility to, 12;exactmatch;systemic lupus erythematosus, susceptibility to, 12
chromosome 10q22.3-q23.2 deletion syndrome;exactmatch;chromosome 10q22.3-q23.2 deletion syndrome
inflammatory bowel disease 13;exactmatch;inflammatory bowel disease 13
inflammatory bowel disease 14;exactmatch;inflammatory bowel disease 14
crouzon syndrome with acanthosis nigricans;exactmatch;crouzon syndrome with acanthosis nigricans
systemic lupus erythematosus, susceptibility to, 10;exactmatch;systemic lupus erythematosus, susceptibility to, 10
systemic lupus erythematosus, susceptibility to, 11;exactmatch;systemic lupus erythematosus, susceptibility to, 11
pyloric stenosis, infantile hypertrophic, 3;exactmatch;pyloric stenosis, infantile hypertrophic, 3
coenzyme q10 deficiency, primary, 4;exactmatch;coenzyme q10 deficiency, primary, 4
congenital disorder of glycosylation,  iia in;exactmatch;cdg in
microtia with nasolacrimal duct imperforation and eye coloboma;exactmatch;microtia with nasolacrimal duct imperforation and eye coloboma
bestrophinopathy, autosomal recessive;exactmatch;bestrophinopathy, autosomal recessive
46,xx sex reversal with dysgenesis of kidneys, adrenals, and lungs;exactmatch;46,xx sex reversal with dysgenesis of kidneys, adrenals, and lungs
temple-baraitser syndrome;exactmatch;mental retardation, severe, and absent nails of hallux and pollex
long qt syndrome 9;exactmatch;long qt syndrome 2/9, digenic
long qt syndrome 10;exactmatch;atrial fibrillation, familial, 17
long qt syndrome 11;exactmatch;long qt syndrome 11
chromosome 22q11.2 deletion syndrome, distal;exactmatch;chromosome 22q11.2 deletion syndrome, distal
elliptocytosis 1;exactmatch;4.1- trait
prostate cancer, hereditary, 12;exactmatch;prostate cancer, hereditary, 12
brugada syndrome 3;exactmatch;brugada syndrome 3
brugada syndrome 4;exactmatch;brugada syndrome 4
cardiomyopathy, dilated, 1y;exactmatch;cardiomyopathy, dilated, 1y
cardiomyopathy, dilated, 1z;exactmatch;cardiomyopathy, dilated, 1z
cardiomyopathy, dilated, 2a;exactmatch;cardiomyopathy, congestive, autosomal recessive
tremor, hereditary essential, and idiopathic normal pressure hydrocephalus;exactmatch;tremor, hereditary essential, and idiopathic normal pressure hydrocephalus
aortic aneurysm, familial thoracic 6;exactmatch;aortic aneurysm, familial thoracic 6
celiac disease, susceptibility to, 13;exactmatch;celiac disease, susceptibility to, 13
epilepsy, progressive myoclonic, 3, with or without intracellular inclusions;exactmatch;ceroid lipofuscinosis, neuronal, 14
migraine with or without aura, susceptibility to, 12;exactmatch;migraine with or without aura, susceptibility to, 12
spondyloepiphyseal dysplasia-brachydactyly and distinctive speech;exactmatch;fantasy island syndrome
hypomagnesemia 4, renal;exactmatch;hypomagnesemia 4, renal
combined oxidative phosphorylation deficiency 5;exactmatch;combined oxidative phosphorylation deficiency 5
combined saposin deficiency;exactmatch;combined sap deficiency
krabbe disease, atypical, due to saposin a deficiency;exactmatch;krabbe disease, atypical, due to saposin a deficiency
dauwerse-peters syndrome;exactmatch;dauwerse-peters syndrome
erythrocytosis, familial, 4;exactmatch;erythrocytosis, familial, 4
leber congenital amaurosis 10;exactmatch;leber congenital amaurosis 10
familial cold autoinflammatory syndrome 2;exactmatch;familial cold autoinflammatory syndrome 2
lipoprotein glomerulopathy;exactmatch;lipoprotein glomerulopathy
angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps;exactmatch;angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps
kawasaki disease;exactmatch;infantile polyarteritis
brugada syndrome 2;exactmatch;brugada syndrome 2
glycogen storage disease 12;exactmatch;aldoa deficiency
ciliary dyskinesia, primary, 7;exactmatch;ciliary dyskinesia, primary, 7
mesomelic dysplasia, camera  iia;exactmatch;mesomelic dysplasia, camera  iia
chromosome 15q13.3 deletion syndrome;exactmatch;chromosome 15q13.3 deletion syndrome
prostate cancer, hereditary, 11;exactmatch;prostate cancer, hereditary, 11
prostate cancer, hereditary, 14;exactmatch;prostate cancer, hereditary, 14
prostate cancer, hereditary, 15;exactmatch;prostate cancer, hereditary, 15
asthma-related traits, susceptibility to, 7;exactmatch;asthma-related traits, susceptibility to, 7
stevenson-carey syndrome;exactmatch;stevenson-carey syndrome
hunter-macdonald syndrome;exactmatch;hunter-macdonald syndrome
thrombocytopenia 4;exactmatch;thrombocytopenia 4
congenital arthrogryposis with anterior horn cell disease;exactmatch;congenital arthrogryposis with anterior horn cell disease
celiac disease, susceptibility to, 7;exactmatch;celiac disease, susceptibility to, 7
celiac disease, susceptibility to, 8;exactmatch;celiac disease, susceptibility to, 8
celiac disease, susceptibility to, 9;exactmatch;celiac disease, susceptibility to, 9
celiac disease, susceptibility to, 10;exactmatch;celiac disease, susceptibility to, 10
celiac disease, susceptibility to, 11;exactmatch;celiac disease, susceptibility to, 11
celiac disease, susceptibility to, 12;exactmatch;celiac disease, susceptibility to, 12
macular degeneration, age-related, 11;exactmatch;macular degeneration, age-related, 11
spastic paraplegia 37, autosomal dominant;exactmatch;spastic paraplegia 37, autosomal dominant
lymphatic malformation 2;exactmatch;lymphatic malformation 2
riddle syndrome;exactmatch;radiosensitivity, immunodeficiency, dysmorphic facial features, and learning difficulties
epilepsy, childhood absence, susceptibility to, 6;exactmatch;epilepsy, childhood absence, susceptibility to, 6
ventricular tachycardia, catecholaminergic polymorphic, 2;exactmatch;ventricular tachycardia, catecholaminergic polymorphic, 2
chromosome 3q29 duplication syndrome;exactmatch;chromosome 3q29 duplication syndrome
epilepsy, idiopathic generalized, susceptibility to, 5;exactmatch;epilepsy, idiopathic generalized, susceptibility to, 5
camptodactyly syndrome, guadalajara,  iia 3;exactmatch;camptodactyly syndrome, guadalajara,  iia 3
prostate cancer, hereditary, 13;exactmatch;prostate cancer, hereditary, 13
immunodeficiency, ovarian dysgenesis, and pulmonary fibrosis;exactmatch;immunodeficiency, ovarian dysgenesis, and pulmonary fibrosis
chromosome 16p11.2 deletion syndrome, 593-kb;exactmatch;autism, susceptibility to, 14a
episodic ataxia,  iia 7;exactmatch;episodic ataxia,  iia 7
nanophthalmos 3;exactmatch;nanophthalmia 3
amyotrophic lateral sclerosis 9;exactmatch;amyotrophic lateral sclerosis 9
aneurysm, intracranial berry, 6;exactmatch;aneurysm, intracranial berry, 6
aortic aneurysm, familial abdominal, 3;exactmatch;aortic aneurysm, familial abdominal, 3
fontaine progeroid syndrome;exactmatch;craniofacial dysostosis, hypertrichosis, hypoplasia of labia majora, dental and eye anomalies, patent ductus arteriosus, and normal intelligence
microtia, hearing impairment, and cleft palate;exactmatch;microtia with or without hearing impairment
joubert syndrome 8;exactmatch;joubert syndrome 8
colorectal cancer, susceptibility to, 10;exactmatch;colorectal cancer, susceptibility to, 10
mental retardation, autosomal dominant 4;exactmatch;mental retardation, autosomal dominant 4
chromosome 6pter-p24 deletion syndrome;exactmatch;chromosome 6pter-p24 deletion syndrome
aneurysm, intracranial berry, 9;exactmatch;aneurysm, intracranial berry, 9
aneurysm, intracranial berry, 10;exactmatch;aneurysm, intracranial berry, 10
colorectal cancer, susceptibility to, 8;exactmatch;colorectal cancer, susceptibility to, 8
colorectal cancer, susceptibility to, 9;exactmatch;colorectal cancer, susceptibility to, 9
colorectal cancer, susceptibility to, 11;exactmatch;colorectal cancer, susceptibility to, 11
amyotrophic lateral sclerosis 11;exactmatch;amyotrophic lateral sclerosis 11
lung cancer susceptibility 4;exactmatch;lung cancer susceptibility 4
multiple sclerosis, susceptibility to, 2;exactmatch;multiple sclerosis, susceptibility to, 2
multiple sclerosis, susceptibility to, 3;exactmatch;multiple sclerosis, susceptibility to, 3
multiple sclerosis, susceptibility to, 4;exactmatch;multiple sclerosis, susceptibility to, 4
psoriasis 11, susceptibility to;exactmatch;psoriasis 11, susceptibility to
mental retardation, autosomal dominant 5;exactmatch;mental retardation, autosomal dominant 5
mental retardation, autosomal dominant 3;exactmatch;mental retardation, autosomal dominant 3
chromosome 17p13.3, telomeric, duplication syndrome;exactmatch;chromosome 17p13.3, telomeric, duplication syndrome
chromosome 1q41-q42 deletion syndrome;exactmatch;chromosome 1q41-q42 deletion syndrome
leukemia, chronic lymphocytic, susceptibility to, 4;exactmatch;clls4
myopathy, congenital, compton-north;exactmatch;myopathy, congenital, compton-north
neutropenia, severe congenital, 4, autosomal recessive;exactmatch;dursun syndrome
focal segmental glomerulosclerosis 4, susceptibility to;exactmatch;end-stage renal disease, nondiabetic, susceptibility to
myopia 16, autosomal dominant;exactmatch;myopia 16, autosomal dominant
breast-ovarian cancer, familial, susceptibility to, 2;exactmatch;breast cancer, familial, susceptibility to, 2
leukemia, chronic lymphocytic, susceptibility to, 3;exactmatch;clls3
leukemia, chronic lymphocytic, susceptibility to, 5;exactmatch;clls5
retinitis pigmentosa 46;exactmatch;retinitis pigmentosa 46
diamond-blackfan anemia 6;exactmatch;aase-smith syndrome 2
diamond-blackfan anemia 7;exactmatch;diamond-blackfan anemia 7
diamond-blackfan anemia 8;exactmatch;diamond-blackfan anemia 8
inflammatory bowel disease 24;exactmatch;inflammatory bowel disease 24
inflammatory bowel disease 25, autosomal recessive;exactmatch;inflammatory bowel disease 25, autosomal recessive
lung cancer susceptibility 3;exactmatch;adenocarcinoma of lung, susceptibility to
iia 1 diabetes mellitus 23;exactmatch;iia 1 diabetes mellitus 23
microvascular complications of diabetes, susceptibility to, 2;exactmatch;end-stage renal disease, diabetic, susceptibility to
microvascular complications of diabetes, susceptibility to, 3;exactmatch;end-stage renal disease, diabetic, susceptibility to
agammaglobulinemia 6, autosomal recessive;exactmatch;agammaglobulinemia 6, autosomal recessive
episodic ataxia,  iia 6;exactmatch;episodic ataxia,  iia 6
cone-rod dystrophy 12;exactmatch;cone-rod dystrophy 12
uric acid concentration, serum, quantitative trait locus 4;exactmatch;gout susceptibility 4
polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract;exactmatch;polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract
spherocytosis,  iia 5;exactmatch;spherocytosis,  iia 5
polymicrogyria, bilateral temporooccipital;exactmatch;polymicrogyria, bilateral temporooccipital
hypogonadotropic hypogonadism 6 with or without anosmia;exactmatch;hypogonadotropic hypogonadism 6 with or without anosmia
chromosome 15q26-qter deletion syndrome;exactmatch;chromosome 15q26-qter deletion syndrome
microcephaly 7, primary, autosomal recessive;exactmatch;microcephaly 7, primary, autosomal recessive
leber congenital amaurosis 13;exactmatch;leber congenital amaurosis 13
kahrizi syndrome;exactmatch;kahrizi syndrome
exocrine pancreatic insufficiency, dyserythropoietic anemia, and calvarial hyperostosis;exactmatch;exocrine pancreatic insufficiency, dyserythropoietic anemia, and calvarial hyperostosis
dyschromatosis universalis hereditaria 2;exactmatch;dyschromatosis universalis hereditaria 2
dystonia, dopa-responsive, due to sepiapterin reductase deficiency;exactmatch;dystonia, dopa-responsive, due to sepiapterin reductase deficiency
spherocytosis,  iia 4;exactmatch;spherocytosis,  iia 4
endocrine-cerebroosteodysplasia;exactmatch;endocrine-cerebroosteodysplasia
ciliary dyskinesia, primary, 12;exactmatch;ciliary dyskinesia, primary, 12
ciliary dyskinesia, primary, 11;exactmatch;ciliary dyskinesia, primary, 11
deafness, autosomal recessive 1b;exactmatch;deafness, autosomal recessive 1b
deafness, autosomal dominant 2b;exactmatch;deafness, autosomal dominant 2b
deafness, autosomal dominant 3b;exactmatch;deafness, autosomal dominant 3b
deafness, autosomal dominant 59;exactmatch;deafness, autosomal dominant 59
inflammatory bowel disease 26;exactmatch;inflammatory bowel disease 26
febrile seizures, familial, 10;exactmatch;convulsions, familial febrile, 10
microvascular complications of diabetes, susceptibility to, 7;exactmatch;microvascular complications of diabetes, susceptibility to, 7
microvascular complications of diabetes, susceptibility to, 6;exactmatch;microvascular complications of diabetes, susceptibility to, 6
microvascular complications of diabetes, susceptibility to, 5;exactmatch;microvascular complications of diabetes, susceptibility to, 5
usher syndrome,  iia 1h;exactmatch;usher syndrome,  iia 1h
adenylate kinase deficiency, hemolytic anemia due to;exactmatch;adenylate kinase deficiency, hemolytic anemia due to
